"jurisdiction","age_group","year","population"
"United States","45-64",2021,83448452
"United States","45-64",2022,83607591
"United States","45-64",2023,83766729
"United States","65-74",2010,21856431
"United States","65-74",2011,22486575
"United States","65-74",2012,23993262
"United States","65-74",2013,25194487
"United States","65-74",2014,26355438
"United States","65-74",2015,27488218
"United States","65-74",2016,28593127
"United States","65-74",2017,29606234
"United States","65-74",2018,30445006
"United States","65-74",2019,31471344
"United States","65-74",2020,32596995
"United States","65-74",2021,33666122
"United States","65-74",2022,34739730
"United States","65-74",2023,35813339
"United States","75-84",2010,13078302
"United States","75-84",2011,13166857
"United States","75-84",2012,13273784
"United States","75-84",2013,13444136
"United States","75-84",2014,13672321
"United States","75-84",2015,13904556
"United States","75-84",2016,14232344
"United States","75-84",2017,14682479
"United States","75-84",2018,15371573
"United States","75-84",2019,15965924
"United States","75-84",2020,15821149
"United States","75-84",2021,16206075
"United States","75-84",2022,16490418
"United States","75-84",2023,16774761
"United States","85+",2010,5543516
"United States","85+",2011,5697459
"United States","85+",2012,5865164
"United States","85+",2013,5993714
"United States","85+",2014,6133246
"United States","85+",2015,6263096
"United States","85+",2016,6383008
"United States","85+",2017,6468926
"United States","85+",2018,6538026
"United States","85+",2019,6599467
"United States","85+",2020,6020152
"United States","85+",2021,5975756
"United States","85+",2022,6015051
"United States","85+",2023,6054345
"Utah","all",2010,2768918
"Utah","all",2011,2808759
"Utah","all",2012,2848351
"Utah","all",2013,2893609
"Utah","all",2014,2933064
"Utah","all",2015,2978634
"Utah","all",2016,3039206
"Utah","all",2017,3098830
"Utah","all",2018,3150318
"Utah","all",2019,3198547
"Utah","all",2020,3277559
"Utah","all",2021,3333864
"Utah","all",2022,3385223
"Utah","all",2023,3436581
"Utah","0-24",2010,1190938
"Utah","0-24",2011,1202594
"Utah","0-24",2012,1215063
"Utah","0-24",2013,1230000
"Utah","0-24",2014,1237557
"Utah","0-24",2015,1247330
"Utah","0-24",2016,1261401
"Utah","0-24",2017,1274393
"Utah","0-24",2018,1283923
"Utah","0-24",2019,1291068
"Utah","0-24",2020,1316606
"Utah","0-24",2021,1325349
"Utah","0-24",2022,1337568
"Utah","0-24",2023,1349787
"Utah","25-44",2010,777185
"Utah","25-44",2011,787733
"Utah","25-44",2012,796863
"Utah","25-44",2013,808877
"Utah","25-44",2014,820955
"Utah","25-44",2015,834567
"Utah","25-44",2016,855994
"Utah","25-44",2017,877913
"Utah","25-44",2018,896152
"Utah","25-44",2019,912074
"Utah","25-44",2020,932915
"Utah","25-44",2021,951450
"Utah","25-44",2022,967292
"Utah","25-44",2023,983135
"Utah","45-64",2010,549641
"Utah","45-64",2011,560198
"Utah","45-64",2012,565704
"Utah","45-64",2013,572489
"Utah","45-64",2014,580310
"Utah","45-64",2015,590325
"Utah","45-64",2016,601980
"Utah","45-64",2017,612649
"Utah","45-64",2018,621469
"Utah","45-64",2019,630445
"Utah","45-64",2020,653809
"Utah","45-64",2021,667917
"Utah","45-64",2022,678669
"Utah","45-64",2023,689422
"Utah","65-74",2010,139289
"Utah","65-74",2011,143796
"Utah","65-74",2012,154017
"Utah","65-74",2013,162885
"Utah","65-74",2014,171975
"Utah","65-74",2015,181144
"Utah","65-74",2016,190745
"Utah","65-74",2017,200422
"Utah","65-74",2018,209220
"Utah","65-74",2019,219027
"Utah","65-74",2020,230844
"Utah","65-74",2021,242367
"Utah","65-74",2022,251738
"Utah","65-74",2023,261108
"Utah","75-84",2010,80588
"Utah","75-84",2011,82131
"Utah","75-84",2012,83717
"Utah","75-84",2013,85676
"Utah","75-84",2014,87719
"Utah","75-84",2015,89912
"Utah","75-84",2016,92825
"Utah","75-84",2017,96483
"Utah","75-84",2018,102046
"Utah","75-84",2019,107510
"Utah","75-84",2020,107783
"Utah","75-84",2021,111129
"Utah","75-84",2022,113905
"Utah","75-84",2023,116682
"Utah","85+",2010,31277
"Utah","85+",2011,32307
"Utah","85+",2012,32987
"Utah","85+",2013,33682
"Utah","85+",2014,34548
"Utah","85+",2015,35356
"Utah","85+",2016,36261
"Utah","85+",2017,36970
"Utah","85+",2018,37508
"Utah","85+",2019,38423
"Utah","85+",2020,35602
"Utah","85+",2021,35652
"Utah","85+",2022,36050
"Utah","85+",2023,36447
"Vermont","all",2010,624387
"Vermont","all",2011,626514
"Vermont","all",2012,625760
"Vermont","all",2013,625979
"Vermont","all",2014,625131
"Vermont","all",2015,625235
"Vermont","all",2016,623779
"Vermont","all",2017,624532
"Vermont","all",2018,624231
"Vermont","all",2019,623474
"Vermont","all",2020,642320
"Vermont","all",2021,645408
"Vermont","all",2022,647319
"Vermont","all",2023,649230
"Vermont","0-24",2010,193677
"Vermont","0-24",2011,193220
"Vermont","0-24",2012,191550
"Vermont","0-24",2013,190403
"Vermont","0-24",2014,189042
"Vermont","0-24",2015,188198
"Vermont","0-24",2016,186075
"Vermont","0-24",2017,184443
"Vermont","0-24",2018,182020
"Vermont","0-24",2019,180053
"Vermont","0-24",2020,184686
"Vermont","0-24",2021,183123
"Vermont","0-24",2022,182164
"Vermont","0-24",2023,181204
"Vermont","25-44",2010,146657
"Vermont","25-44",2011,146006
"Vermont","25-44",2012,144653
"Vermont","25-44",2013,144254
"Vermont","25-44",2014,142958
"Vermont","25-44",2015,142223
"Vermont","25-44",2016,141631
"Vermont","25-44",2017,142860
"Vermont","25-44",2018,144486
"Vermont","25-44",2019,145666
"Vermont","25-44",2020,151759
"Vermont","25-44",2021,155137
"Vermont","25-44",2022,155908
"Vermont","25-44",2023,156679
"Vermont","45-64",2010,192508
"Vermont","45-64",2011,193435
"Vermont","45-64",2012,191423
"Vermont","45-64",2013,189322
"Vermont","45-64",2014,187457
"Vermont","45-64",2015,185604
"Vermont","45-64",2016,183125
"Vermont","45-64",2017,180318
"Vermont","45-64",2018,176777
"Vermont","45-64",2019,173130
"Vermont","45-64",2020,176718
"Vermont","45-64",2021,173890
"Vermont","45-64",2022,172197
"Vermont","45-64",2023,170505
"Vermont","65-74",2010,49966
"Vermont","65-74",2011,51819
"Vermont","65-74",2012,55787
"Vermont","65-74",2013,59119
"Vermont","65-74",2014,62263
"Vermont","65-74",2015,65236
"Vermont","65-74",2016,68002
"Vermont","65-74",2017,70838
"Vermont","65-74",2018,72924
"Vermont","65-74",2019,75143
"Vermont","65-74",2020,79696
"Vermont","65-74",2021,82540
"Vermont","65-74",2022,85501
"Vermont","65-74",2023,88463
"Vermont","75-84",2010,28710
"Vermont","75-84",2011,28810
"Vermont","75-84",2012,28863
"Vermont","75-84",2013,29139
"Vermont","75-84",2014,29438
"Vermont","75-84",2015,29878
"Vermont","75-84",2016,30744
"Vermont","75-84",2017,31772
"Vermont","75-84",2018,33625
"Vermont","75-84",2019,35184
"Vermont","75-84",2020,36171
"Vermont","75-84",2021,37555
"Vermont","75-84",2022,38359
"Vermont","75-84",2023,39163
"Vermont","85+",2010,12869
"Vermont","85+",2011,13224
"Vermont","85+",2012,13484
"Vermont","85+",2013,13742
"Vermont","85+",2014,13973
"Vermont","85+",2015,14096
"Vermont","85+",2016,14202
"Vermont","85+",2017,14301
"Vermont","85+",2018,14399
"Vermont","85+",2019,14298
"Vermont","85+",2020,13290
"Vermont","85+",2021,13163
"Vermont","85+",2022,13190
"Vermont","85+",2023,13216
"Virginia","all",2010,7908078
"Virginia","all",2011,7989860
"Virginia","all",2012,8076936
"Virginia","all",2013,8141366
"Virginia","all",2014,8201485
"Virginia","all",2015,8256530
"Virginia","all",2016,8299804
"Virginia","all",2017,8357742
"Virginia","all",2018,8395703
"Virginia","all",2019,8441395
"Virginia","all",2020,8531420
"Virginia","all",2021,8541591
"Virginia","all",2022,8599183
"Virginia","all",2023,8656775
"Virginia","0-24",2010,2626056
"Virginia","0-24",2011,2637611
"Virginia","0-24",2012,2651160
"Virginia","0-24",2013,2654657
"Virginia","0-24",2014,2655714
"Virginia","0-24",2015,2653102
"Virginia","0-24",2016,2648999
"Virginia","0-24",2017,2649050
"Virginia","0-24",2018,2641158
"Virginia","0-24",2019,2638303
"Virginia","0-24",2020,2671173
"Virginia","0-24",2021,2658849
"Virginia","0-24",2022,2661830
"Virginia","0-24",2023,2664811
"Virginia","25-44",2010,2129274
"Virginia","25-44",2011,2141992
"Virginia","25-44",2012,2159696
"Virginia","25-44",2013,2171211
"Virginia","25-44",2014,2181695
"Virginia","25-44",2015,2188698
"Virginia","25-44",2016,2188478
"Virginia","25-44",2017,2204351
"Virginia","25-44",2018,2216855
"Virginia","25-44",2019,2235909
"Virginia","25-44",2020,2263517
"Virginia","25-44",2021,2271495
"Virginia","25-44",2022,2284424
"Virginia","25-44",2023,2297353
"Virginia","45-64",2010,2169175
"Virginia","45-64",2011,2199591
"Virginia","45-64",2012,2203894
"Virginia","45-64",2013,2209944
"Virginia","45-64",2014,2215925
"Virginia","45-64",2015,2225471
"Virginia","45-64",2016,2231334
"Virginia","45-64",2017,2231794
"Virginia","45-64",2018,2221879
"Virginia","45-64",2019,2207504
"Virginia","45-64",2020,2226805
"Virginia","45-64",2021,2204595
"Virginia","45-64",2022,2207815
"Virginia","45-64",2023,2211035
"Virginia","65-74",2010,554329
"Virginia","65-74",2011,573441
"Virginia","65-74",2012,615664
"Virginia","65-74",2013,649258
"Virginia","65-74",2014,679880
"Virginia","65-74",2015,708511
"Virginia","65-74",2016,735438
"Virginia","65-74",2017,759854
"Virginia","65-74",2018,779252
"Virginia","65-74",2019,803238
"Virginia","65-74",2020,827902
"Virginia","65-74",2021,853298
"Virginia","65-74",2022,880477
"Virginia","65-74",2023,907656
"Virginia","75-84",2010,305686
"Virginia","75-84",2011,309718
"Virginia","75-84",2012,314895
"Virginia","75-84",2013,321638
"Virginia","75-84",2014,329945
"Virginia","75-84",2015,338709
"Virginia","75-84",2016,350003
"Virginia","75-84",2017,364123
"Virginia","75-84",2018,384916
"Virginia","75-84",2019,402315
"Virginia","75-84",2020,400762
"Virginia","75-84",2021,412369
"Virginia","75-84",2022,422067
"Virginia","75-84",2023,431766
"Virginia","85+",2010,123558
"Virginia","85+",2011,127507
"Virginia","85+",2012,131627
"Virginia","85+",2013,134658
"Virginia","85+",2014,138326
"Virginia","85+",2015,142039
"Virginia","85+",2016,145552
"Virginia","85+",2017,148570
"Virginia","85+",2018,151643
"Virginia","85+",2019,154126
"Virginia","85+",2020,141261
"Virginia","85+",2021,140985
"Virginia","85+",2022,142569
"Virginia","85+",2023,144154
"Washington","all",2010,6702198
"Washington","all",2011,6775492
"Washington","all",2012,6852087
"Washington","all",2013,6913959
"Washington","all",2014,7004605
"Washington","all",2015,7113327
"Washington","all",2016,7245389
"Washington","all",2017,7375502
"Washington","all",2018,7474624
"Washington","all",2019,7561853
"Washington","all",2020,7669842
"Washington","all",2021,7688863
"Washington","all",2022,7778560
"Washington","all",2023,7868257
"Washington","0-24",2010,2221004
"Washington","0-24",2011,2231517
"Washington","0-24",2012,2241896
"Washington","0-24",2013,2244738
"Washington","0-24",2014,2253162
"Washington","0-24",2015,2259634
"Washington","0-24",2016,2275892
"Washington","0-24",2017,2291754
"Washington","0-24",2018,2298680
"Washington","0-24",2019,2303372
"Washington","0-24",2020,2333411
"Washington","0-24",2021,2312358
"Washington","0-24",2022,2320663
"Washington","0-24",2023,2328968
"Washington","25-44",2010,1820233
"Washington","25-44",2011,1836596
"Washington","25-44",2012,1858568
"Washington","25-44",2013,1874792
"Washington","25-44",2014,1907124
"Washington","25-44",2015,1949524
"Washington","25-44",2016,2005876
"Washington","25-44",2017,2070001
"Washington","25-44",2018,2124164
"Washington","25-44",2019,2171222
"Washington","25-44",2020,2217484
"Washington","25-44",2021,2237013
"Washington","25-44",2022,2274902
"Washington","25-44",2023,2312791
"Washington","45-64",2010,1827178
"Washington","45-64",2011,1848679
"Washington","45-64",2012,1847117
"Washington","45-64",2013,1850365
"Washington","45-64",2014,1858695
"Washington","45-64",2015,1875675
"Washington","45-64",2016,1891111
"Washington","45-64",2017,1897735
"Washington","45-64",2018,1890724
"Washington","45-64",2019,1881439
"Washington","45-64",2020,1900030
"Washington","45-64",2021,1884314
"Washington","45-64",2022,1889508
"Washington","45-64",2023,1894702
"Washington","65-74",2010,462076
"Washington","65-74",2011,482126
"Washington","65-74",2012,521943
"Washington","65-74",2013,554019
"Washington","65-74",2014,586877
"Washington","65-74",2015,619969
"Washington","65-74",2016,652435
"Washington","65-74",2017,681958
"Washington","65-74",2018,706839
"Washington","65-74",2019,732701
"Washington","65-74",2020,757498
"Washington","65-74",2021,782531
"Washington","65-74",2022,811663
"Washington","65-74",2023,840796
"Washington","75-84",2010,253565
"Washington","75-84",2011,256135
"Washington","75-84",2012,259599
"Washington","75-84",2013,264928
"Washington","75-84",2014,271617
"Washington","75-84",2015,279187
"Washington","75-84",2016,289043
"Washington","75-84",2017,302306
"Washington","75-84",2018,321262
"Washington","75-84",2019,338977
"Washington","75-84",2020,339752
"Washington","75-84",2021,352000
"Washington","75-84",2022,360949
"Washington","75-84",2023,369897
"Washington","85+",2010,118142
"Washington","85+",2011,120439
"Washington","85+",2012,122964
"Washington","85+",2013,125117
"Washington","85+",2014,127130
"Washington","85+",2015,129338
"Washington","85+",2016,131032
"Washington","85+",2017,131748
"Washington","85+",2018,132955
"Washington","85+",2019,134142
"Washington","85+",2020,121667
"Washington","85+",2021,120647
"Washington","85+",2022,120875
"Washington","85+",2023,121102
"West Virginia","all",2010,1852130
"West Virginia","all",2011,1854769
"West Virginia","all",2012,1855907
"West Virginia","all",2013,1853461
"West Virginia","all",2014,1849308
"West Virginia","all",2015,1842319
"West Virginia","all",2016,1831428
"West Virginia","all",2017,1817675
"West Virginia","all",2018,1804982
"West Virginia","all",2019,1794292
"West Virginia","all",2020,1789617
"West Virginia","all",2021,1782772
"West Virginia","all",2022,1776467
"West Virginia","all",2023,1770161
"West Virginia","0-24",2010,556103
"West Virginia","0-24",2011,556747
"West Virginia","0-24",2012,556854
"West Virginia","0-24",2013,555455
"West Virginia","0-24",2014,552159
"West Virginia","0-24",2015,545488
"West Virginia","0-24",2016,537067
"West Virginia","0-24",2017,528222
"West Virginia","0-24",2018,521183
"West Virginia","0-24",2019,514764
"West Virginia","0-24",2020,515661
"West Virginia","0-24",2021,512416
"West Virginia","0-24",2022,508444
"West Virginia","0-24",2023,504473
"West Virginia","25-44",2010,456531
"West Virginia","25-44",2011,454653
"West Virginia","25-44",2012,452184
"West Virginia","25-44",2013,449319
"West Virginia","25-44",2014,446814
"West Virginia","25-44",2015,444398
"West Virginia","25-44",2016,440569
"West Virginia","25-44",2017,435707
"West Virginia","25-44",2018,431353
"West Virginia","25-44",2019,428355
"West Virginia","25-44",2020,427107
"West Virginia","25-44",2021,426730
"West Virginia","25-44",2022,424021
"West Virginia","25-44",2023,421312
"West Virginia","45-64",2010,541347
"West Virginia","45-64",2011,542223
"West Virginia","45-64",2012,535062
"West Virginia","45-64",2013,528401
"West Virginia","45-64",2014,520956
"West Virginia","45-64",2015,515243
"West Virginia","45-64",2016,508562
"West Virginia","45-64",2017,500830
"West Virginia","45-64",2018,492179
"West Virginia","45-64",2019,483549
"West Virginia","45-64",2020,481998
"West Virginia","45-64",2021,474206
"West Virginia","45-64",2022,468102
"West Virginia","45-64",2023,461999
"West Virginia","65-74",2010,164064
"West Virginia","65-74",2011,166395
"West Virginia","65-74",2012,175955
"West Virginia","65-74",2013,183094
"West Virginia","65-74",2014,190507
"West Virginia","65-74",2015,197291
"West Virginia","65-74",2016,203294
"West Virginia","65-74",2017,208813
"West Virginia","65-74",2018,212639
"West Virginia","65-74",2019,217454
"West Virginia","65-74",2020,221912
"West Virginia","65-74",2021,226067
"West Virginia","65-74",2022,231704
"West Virginia","65-74",2023,237340
"West Virginia","75-84",2010,97842
"West Virginia","75-84",2011,97651
"West Virginia","75-84",2012,97801
"West Virginia","75-84",2013,98320
"West Virginia","75-84",2014,99334
"West Virginia","75-84",2015,99717
"West Virginia","75-84",2016,101434
"West Virginia","75-84",2017,103406
"West Virginia","75-84",2018,106862
"West Virginia","75-84",2019,109578
"West Virginia","75-84",2020,106602
"West Virginia","75-84",2021,107444
"West Virginia","75-84",2022,108317
"West Virginia","75-84",2023,109190
"West Virginia","85+",2010,36243
"West Virginia","85+",2011,37100
"West Virginia","85+",2012,38051
"West Virginia","85+",2013,38872
"West Virginia","85+",2014,39538
"West Virginia","85+",2015,40182
"West Virginia","85+",2016,40502
"West Virginia","85+",2017,40697
"West Virginia","85+",2018,40766
"West Virginia","85+",2019,40592
"West Virginia","85+",2020,36337
"West Virginia","85+",2021,35909
"West Virginia","85+",2022,35879
"West Virginia","85+",2023,35848
"Wisconsin","all",2010,5686022
"Wisconsin","all",2011,5701993
"Wisconsin","all",2012,5717463
"Wisconsin","all",2013,5734751
"Wisconsin","all",2014,5750004
"Wisconsin","all",2015,5759958
"Wisconsin","all",2016,5772156
"Wisconsin","all",2017,5790076
"Wisconsin","all",2018,5806137
"Wisconsin","all",2019,5821399
"Wisconsin","all",2020,5890775
"Wisconsin","all",2021,5894239
"Wisconsin","all",2022,5913168
"Wisconsin","all",2023,5932097
"Wisconsin","0-24",2010,1885687
"Wisconsin","0-24",2011,1879158
"Wisconsin","0-24",2012,1875056
"Wisconsin","0-24",2013,1872128
"Wisconsin","0-24",2014,1867866
"Wisconsin","0-24",2015,1860320
"Wisconsin","0-24",2016,1850612
"Wisconsin","0-24",2017,1839426
"Wisconsin","0-24",2018,1826689
"Wisconsin","0-24",2019,1814261
"Wisconsin","0-24",2020,1836123
"Wisconsin","0-24",2021,1823925
"Wisconsin","0-24",2022,1818310
"Wisconsin","0-24",2023,1812696
"Wisconsin","25-44",2010,1442355
"Wisconsin","25-44",2011,1434229
"Wisconsin","25-44",2012,1426086
"Wisconsin","25-44",2013,1421730
"Wisconsin","25-44",2014,1417792
"Wisconsin","25-44",2015,1413342
"Wisconsin","25-44",2016,1413206
"Wisconsin","25-44",2017,1424889
"Wisconsin","25-44",2018,1440264
"Wisconsin","25-44",2019,1454286
"Wisconsin","25-44",2020,1475149
"Wisconsin","25-44",2021,1482413
"Wisconsin","25-44",2022,1486055
"Wisconsin","25-44",2023,1489696
"Wisconsin","45-64",2010,1577793
"Wisconsin","45-64",2011,1597417
"Wisconsin","45-64",2012,1596036
"Wisconsin","45-64",2013,1596309
"Wisconsin","45-64",2014,1593829
"Wisconsin","45-64",2015,1591097
"Wisconsin","45-64",2016,1585478
"Wisconsin","45-64",2017,1573296
"Wisconsin","45-64",2018,1557167
"Wisconsin","45-64",2019,1537896
"Wisconsin","45-64",2020,1550511
"Wisconsin","45-64",2021,1530658
"Wisconsin","45-64",2022,1526373
"Wisconsin","45-64",2023,1522088
"Wisconsin","65-74",2010,402530
"Wisconsin","65-74",2011,411793
"Wisconsin","65-74",2012,438084
"Wisconsin","65-74",2013,459875
"Wisconsin","65-74",2014,482164
"Wisconsin","65-74",2015,505197
"Wisconsin","65-74",2016,528789
"Wisconsin","65-74",2017,551684
"Wisconsin","65-74",2018,570910
"Wisconsin","65-74",2019,594907
"Wisconsin","65-74",2020,623892
"Wisconsin","65-74",2021,649145
"Wisconsin","65-74",2022,671565
"Wisconsin","65-74",2023,693984
"Wisconsin","75-84",2010,258273
"Wisconsin","75-84",2011,258268
"Wisconsin","75-84",2012,258439
"Wisconsin","75-84",2013,259439
"Wisconsin","75-84",2014,261288
"Wisconsin","75-84",2015,262018
"Wisconsin","75-84",2016,265420
"Wisconsin","75-84",2017,272223
"Wisconsin","75-84",2018,283533
"Wisconsin","75-84",2019,293185
"Wisconsin","75-84",2020,290391
"Wisconsin","75-84",2021,295589
"Wisconsin","75-84",2022,298981
"Wisconsin","75-84",2023,302374
"Wisconsin","85+",2010,119384
"Wisconsin","85+",2011,121128
"Wisconsin","85+",2012,123762
"Wisconsin","85+",2013,125270
"Wisconsin","85+",2014,127065
"Wisconsin","85+",2015,127984
"Wisconsin","85+",2016,128651
"Wisconsin","85+",2017,128558
"Wisconsin","85+",2018,127574
"Wisconsin","85+",2019,126864
"Wisconsin","85+",2020,114709
"Wisconsin","85+",2021,112509
"Wisconsin","85+",2022,111884
"Wisconsin","85+",2023,111259
"Wyoming","all",2010,561375
"Wyoming","all",2011,564270
"Wyoming","all",2012,573515
"Wyoming","all",2013,579251
"Wyoming","all",2014,580096
"Wyoming","all",2015,583400
"Wyoming","all",2016,582132
"Wyoming","all",2017,576881
"Wyoming","all",2018,575957
"Wyoming","all",2019,577018
"Wyoming","all",2020,574525
"Wyoming","all",2021,576057
"Wyoming","all",2022,577392
"Wyoming","all",2023,578726
"Wyoming","0-24",2010,190814
"Wyoming","0-24",2011,190624
"Wyoming","0-24",2012,193216
"Wyoming","0-24",2013,195330
"Wyoming","0-24",2014,194892
"Wyoming","0-24",2015,194987
"Wyoming","0-24",2016,192808
"Wyoming","0-24",2017,188387
"Wyoming","0-24",2018,186223
"Wyoming","0-24",2019,184780
"Wyoming","0-24",2020,184313
"Wyoming","0-24",2021,183372
"Wyoming","0-24",2022,182695
"Wyoming","0-24",2023,182019
"Wyoming","25-44",2010,143037
"Wyoming","25-44",2011,144123
"Wyoming","25-44",2012,147391
"Wyoming","25-44",2013,148973
"Wyoming","25-44",2014,149955
"Wyoming","25-44",2015,151491
"Wyoming","25-44",2016,151143
"Wyoming","25-44",2017,149571
"Wyoming","25-44",2018,149332
"Wyoming","25-44",2019,149683
"Wyoming","25-44",2020,148699
"Wyoming","25-44",2021,149040
"Wyoming","25-44",2022,149586
"Wyoming","25-44",2023,150131
"Wyoming","45-64",2010,156975
"Wyoming","45-64",2011,157267
"Wyoming","45-64",2012,157101
"Wyoming","45-64",2013,156075
"Wyoming","45-64",2014,153267
"Wyoming","45-64",2015,151673
"Wyoming","45-64",2016,149761
"Wyoming","45-64",2017,146967
"Wyoming","45-64",2018,144408
"Wyoming","45-64",2019,142638
"Wyoming","45-64",2020,141274
"Wyoming","45-64",2021,139768
"Wyoming","45-64",2022,138204
"Wyoming","45-64",2023,136639
"Wyoming","65-74",2010,39850
"Wyoming","65-74",2011,40963
"Wyoming","65-74",2012,43907
"Wyoming","65-74",2013,46330
"Wyoming","65-74",2014,48692
"Wyoming","65-74",2015,51142
"Wyoming","65-74",2016,53554
"Wyoming","65-74",2017,55945
"Wyoming","65-74",2018,58434
"Wyoming","65-74",2019,61121
"Wyoming","65-74",2020,63031
"Wyoming","65-74",2021,65986
"Wyoming","65-74",2022,68362
"Wyoming","65-74",2023,70738
"Wyoming","75-84",2010,21949
"Wyoming","75-84",2011,22301
"Wyoming","75-84",2012,22655
"Wyoming","75-84",2013,22915
"Wyoming","75-84",2014,23292
"Wyoming","75-84",2015,23828
"Wyoming","75-84",2016,24290
"Wyoming","75-84",2017,25172
"Wyoming","75-84",2018,26572
"Wyoming","75-84",2019,27753
"Wyoming","75-84",2020,27388
"Wyoming","75-84",2021,28167
"Wyoming","75-84",2022,28732
"Wyoming","75-84",2023,29298
"Wyoming","85+",2010,8750
"Wyoming","85+",2011,8992
"Wyoming","85+",2012,9245
"Wyoming","85+",2013,9628
"Wyoming","85+",2014,9998
"Wyoming","85+",2015,10279
"Wyoming","85+",2016,10576
"Wyoming","85+",2017,10839
"Wyoming","85+",2018,10988
"Wyoming","85+",2019,11043
"Wyoming","85+",2020,9820
"Wyoming","85+",2021,9724
"Wyoming","85+",2022,9813
"Wyoming","85+",2023,9901
"New York City","0-24",2010,2634481
"New York City","0-24",2011,2632654
"New York City","0-24",2012,2625477
"New York City","0-24",2013,2608668
"New York City","0-24",2014,2585612
"New York City","0-24",2015,2557457
"New York City","0-24",2016,2524896
"New York City","0-24",2017,2485278
"New York City","0-24",2018,2447761
"New York City","0-24",2019,2408606
"New York City","0-24",2020,2535627
"New York City","0-24",2021,2426299
"New York City","0-24",2022,2407373
"New York City","0-24",2023,2388448
"New York City","25-44",2010,2551910
"New York City","25-44",2011,2583740
"New York City","25-44",2012,2615949
"New York City","25-44",2013,2638511
"New York City","25-44",2014,2655584
"New York City","25-44",2015,2667132
"New York City","25-44",2016,2671014
"New York City","25-44",2017,2657957
"New York City","25-44",2018,2641738
"New York City","25-44",2019,2622486
"New York City","25-44",2020,2738416
"New York City","25-44",2021,2574423
"New York City","25-44",2022,2576470
"New York City","25-44",2023,2578516
"New York City","45-64",2010,2005031
"New York City","45-64",2011,2035642
"New York City","45-64",2012,2046594
"New York City","45-64",2013,2056983
"New York City","45-64",2014,2066763
"New York City","45-64",2015,2077519
"New York City","45-64",2016,2080777
"New York City","45-64",2017,2070877
"New York City","45-64",2018,2053129
"New York City","45-64",2019,2028137
"New York City","45-64",2020,2146728
"New York City","45-64",2021,2090196
"New York City","45-64",2022,2097938
"New York City","45-64",2023,2105681
"New York City","65-74",2010,534688
"New York City","65-74",2011,548847
"New York City","65-74",2012,577044
"New York City","65-74",2013,600766
"New York City","65-74",2014,624102
"New York City","65-74",2015,647186
"New York City","65-74",2016,667650
"New York City","65-74",2017,686333
"New York City","65-74",2018,701847
"New York City","65-74",2019,720314
"New York City","65-74",2020,779994
"New York City","65-74",2021,795912
"New York City","65-74",2022,819660
"New York City","65-74",2023,843407
"New York City","75-84",2010,320963
"New York City","75-84",2011,324134
"New York City","75-84",2012,328713
"New York City","75-84",2013,334240
"New York City","75-84",2014,340372
"New York City","75-84",2015,347357
"New York City","75-84",2016,353889
"New York City","75-84",2017,363111
"New York City","75-84",2018,374678
"New York City","75-84",2019,383725
"New York City","75-84",2020,397687
"New York City","75-84",2021,404649
"New York City","75-84",2022,412257
"New York City","75-84",2023,419865
"New York City","85",2010,143032
"New York City","85",2011,147847
"New York City","85",2012,152938
"New York City","85",2013,157039
"New York City","85",2014,161434
"New York City","85",2015,166506
"New York City","85",2016,170728
"New York City","85",2017,174139
"New York City","85",2018,177461
"New York City","85",2019,179657
"New York City","85",2020,174526
"New York City","85",2021,176034
"New York City","85",2022,179034
"New York City","85",2023,182034
"New York City","all",2010,8190105
"New York City","all",2011,8272864
"New York City","all",2012,8346715
"New York City","all",2013,8396207
"New York City","all",2014,8433867
"New York City","all",2015,8463157
"New York City","all",2016,8468954
"New York City","all",2017,8437695
"New York City","all",2018,8396614
"New York City","all",2019,8342925
"New York City","all",2020,8772978
"New York City","all",2021,8467513
"New York City","all",2022,8492732
"New York City","all",2023,8517951
